,Feature,Name,latitude,longtitude
0,tourist attractions,National Gallery Singapore,1.29000000002855,103.851355999735
1,tourist attractions,Sultan Mosque (Masjid Sultan) Singapore,1.3020000004261,103.859171000287
2,tourist attractions,Sri Mariamman Temple: Hindu Temple in Singapore,1.28200000029374,103.845380000189
3,tourist attractions,Armenian Church in Singapore,1.29300000039531,103.849660000324
4,tourist attractions,CHIJMES Singapore,1.29500000011955,103.851680000243
5,tourist attractions,St Andrewâ€™s Cathedral- Singapore Architecture Landmark,1.2920000003645,103.85230999961
6,tourist attractions,Kreta Ayer Square,1.2811980001643,103.843585299874
7,tourist attractions,Albert Mall Trishaw Park,1.29954890040453,103.853484799781
8,tourist attractions,Chinatown Food Street,1.28255329957829,103.843792399605
9,tourist attractions,"Chinatown Heritage Centre, Singapore",1.28399999981531,103.844350000381
10,tourist attractions,"Thian Hock Keng Temple, Singapore",1.28099999981183,103.84763000017
11,tourist attractions,Eurasian Heritage Centre: Singapore Attraction,1.30999999987936,103.899420000077
12,tourist attractions,Shophouses,1.27699999987638,103.837336000078
13,tourist attractions,Capitol Building Singapore,1.29400000044934,103.851569999729
14,tourist attractions,Esplanade Theatre,1.28999999976427,103.855280000277
15,tourist attractions,Gardens by the Bay,1.28199999966925,103.863612999589
16,tourist attractions,The Interlace,1.28199999962561,103.803050000142
17,tourist attractions,PARKROYAL on Pickering,1.28599999964806,103.846522000443
18,tourist attractions,Lasalle College of the Arts,1.30299999964428,103.851600000186
19,tourist attractions,Kranji War Memorial Landmark in Singapore,1.41899999993219,103.757490000067
20,tourist attractions,Indian National Army (INA) Monument in Singapore,1.28999999972323,103.854216999709
21,tourist attractions,Reflections at Bukit Chandu: Singapore War Memorial,1.28000000039258,103.794329999699
22,tourist attractions,The Cenotaph - a Singapore War Memorial Landmark,1.29000000011184,103.853838000323
23,tourist attractions,The Civilian War Memorial park in Singapore,1.29299999961119,103.854617999678
24,tourist attractions,Sri Veeramakaliamman Temple: Hindu Temple in Singapore,1.30799999960669,103.852579999692
25,tourist attractions,Maghain Aboth Synagogue,1.29800000044313,103.850810000066
26,tourist attractions,Old Supreme Court Singapore,1.28999999966472,103.851280000201
27,tourist attractions,SIT Flats Singapore,1.28400000017477,103.833600000057
28,tourist attractions,Lau Pa Sat Singapore,1.28099999966763,103.850439999932
29,tourist attractions,"Malay Heritage Centre, Singapore",1.30299999990489,103.859860000254
30,tourist attractions,Peranakan Museum Singapore: History & Culture,1.2940000002022,103.849200000393
31,tourist attractions,Raffles Singapore,1.29600000035821,103.85403999972
32,tourist attractions,Gillman Barracks â€“ YourSingapore,1.27800000008414,103.804589999624
33,tourist attractions,ArtScience Museum Singapore,1.28599999970066,103.859290000076
34,tourist attractions,SAM at 8Q & Singapore Art Museum,1.2970000001282,103.851680000257
35,tourist attractions,Jamae Mosque (Masjid Chulia) Singapore,1.28300000012288,103.845539999622
36,tourist attractions,Institute of Contemporary Arts Singapore,1.30299999964428,103.851600000186
37,tourist attractions,Singapore Flyer,1.28900000033422,103.863136999973
38,tourist attractions,Marina Bay SandsÂ®,1.28300000032845,103.860810000284
